Canonical	Names	Description	Source	Link
fornost-erain	Fornost / Fornost Erain	The city of the Kings of Arthedain	Encyclopedia Arda	http://www.glyphweb.com/arda/f/fornost.html
fornost-erain	Kings' Norbury	The Hobbits name for Fornost	Encyclopedia Arda	http://www.glyphweb.com/arda/k/kingsnorbury.html
fornost-erain	Norbury of the Kings	Fornost on the North Downs	Encyclopedia Arda	http://www.glyphweb.com/arda/n/norburyofthekings.html
fornost-erain	Fornost		The Thain's Book	http://www.tuckborough.net/towns.html#Fornost
fornost-erain	Kings' Norbury / Fornost Erain / Deadmen's Dike		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Fornost_Erain
fornost-erain	Norbury		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Fornost
forochel	Bay of Forochel	The icy bay of the distant north	Encyclopedia Arda	http://www.glyphweb.com/arda/b/bayofforochel.html
forochel	Forochel	The northern icebay of Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/f/forochel.html
forochel	Icebay of Forochel	The great northern bay of Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/i/icebayofforochel.html
forochel	Icebay of Forochel & Cape of Forochel		The Thain's Book	http://www.tuckborough.net/coastal.html#Forochel
forochel	Forochel		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Forochel
forochel	Icebay of Forochel		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Icebay_of_Forochel
forod	Norland		Encyclopedia Arda	http://www.glyphweb.com/arda/n/norland.html
forod	North (realm of Morgoth)		Encyclopedia Arda	http://www.glyphweb.com/arda/n/north.html
forodwaith	"Forodwaith, Land"		Encyclopedia Arda	http://www.glyphweb.com/arda/f/forodwaith.html
forodwaith	Northerland		Encyclopedia Arda	http://www.glyphweb.com/arda/n/northerland.html
forodwaith	Forodwaith		The Thain's Book	http://www.tuckborough.net/lands.html#Forodwaith
forodwaith	Forodwaith		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Forodwaith_(lands)
forodwaith	Northern Waste		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Northern_Waste
forostar	Northlands (Forostar)		Encyclopedia Arda	http://www.glyphweb.com/arda/n/northlandsnumenor.html
forsaken-inn	Forsaken Inn	The last inn on the road into Eriador	Encyclopedia Arda	http://www.glyphweb.com/arda/f/forsakeninn.html
forsaken-inn	Forsaken Inn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/The_Forsaken_Inn
fortofn	North Undeep	The first of the two westward loops in the Anduins course	Encyclopedia Arda	http://www.glyphweb.com/arda/n/northundeep.html
fortofn	North Undeep		Tolkien Gateway	http://www.tolkiengateway.net/wiki/North_Undeep
framsburg	Framsburg	The chief town of the Éothéod	Encyclopedia Arda	http://www.glyphweb.com/arda/f/framsburg.html
framsburg	Framsburg		The Thain's Book	http://www.tuckborough.net/towns.html#Framsburg
framsburg	Framsburg		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Framsburg
frogmorton	Frogmorton	Home of The Floating Log	Encyclopedia Arda	http://www.glyphweb.com/arda/f/frogmorton.html
frogmorton	Frogmorton		The Thain's Book	http://www.tuckborough.net/towns.html#Frogmorton
frogmorton	Frogmorton		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Frogmorton
fui-ngothrim	Fui 'Ngorthrim / Paths of the Dead		The Thain's Book	http://www.tuckborough.net/caves.html#Paths%20of%20the%20Dead
fui-ngothrim	Paths of the Dead		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Paths_of_the_Dead
gamwich	Gamwich	A village of the Shire	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gamwich.html
gamwich	Gamwich		The Thain's Book	http://www.tuckborough.net/towns.html#Gamwich
gamwich	Gamwich		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gamwich
gilrain	Gilrain / River Gilrain	The western border-river of Lebennin	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gilrain.html
gilrain	Gilrain		The Thain's Book	http://www.tuckborough.net/rivers.html#Gilrain
gilrain	Gilrain		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gilrain
girdley-island	Girdley Island	An island in the River Brandywine	Encyclopedia Arda	http://www.glyphweb.com/arda/g/girdleyisland.html
girdley-island	Girdley Island		The Thain's Book	http://www.tuckborough.net/coastal.html#Girdley
girdley-island	Girdley Island		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Girdley_Island
glanduin	Glanduin / River Glanduin	The river that flowed down into Swanfleet	Encyclopedia Arda	http://www.glyphweb.com/arda/g/glanduin.html
glanduin	Glanduin		The Thain's Book	http://www.tuckborough.net/rivers.html#Glanduin
glanduin	Glanduin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Glanduin
glanhir	Glanhír	The Mering Stream	Encyclopedia Arda	http://www.glyphweb.com/arda/g/glanhir.html
glanhir	Mering Stream	Eastern border-river of Rohan	Encyclopedia Arda	http://www.glyphweb.com/arda/m/meringstream.html
glanhir	Mering Stream		The Thain's Book	http://www.tuckborough.net/rivers.html#Mering
glanhir	Glanhír / Mering Stream		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Mering_Stream
goblin-town	Goblin-town	A city of the Orcs	Encyclopedia Arda	http://www.glyphweb.com/arda/g/goblintown.html
goblin-town	Goblin-town		The Thain's Book	http://www.tuckborough.net/towns.html#Goblin-town
goblin-town	Goblin-town		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Goblin-town
golden-perch	Golden Perch	Home of the best beer in the Eastfarthing	Encyclopedia Arda	http://www.glyphweb.com/arda/g/goldenperch.html
golden-perch	Golden Perch		The Thain's Book	http://www.tuckborough.net/pubbldg.html#Golden%20Perch
gondolin	Gondolin	Turgons Hidden Refuge	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gondolin.html
gondolin	Gondolin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gondolin
gondor	Gondor		Encyclopedia Arda	http://www.glyphweb.com/arda/g/gondor.html
gondor	Kingdom of the South		Encyclopedia Arda	http://www.glyphweb.com/arda/k/kingdomofthesouth.html
gondor	South-kingdom		Encyclopedia Arda	http://www.glyphweb.com/arda/s/southkingdom.html
gondor	Southlands		Encyclopedia Arda	http://www.glyphweb.com/arda/s/southlands.html
gondor	Stoningland		Encyclopedia Arda	http://www.glyphweb.com/arda/s/stoningland.html
gondor	Gondor / Ondonore / Stoningland / South-kingdom of Gondor		The Thain's Book	http://www.tuckborough.net/gondor.html
gondor	Stoningland / South Kingdom / Gondor / Ondonórë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gondor
gondor-beacons	"Beacons of Gondor / Gondor, Beacons of"	The warning-fires of Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/b/beaconsofgondor.html
gondor-citadel	Citadel of Gondor	The seventh circle of Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/c/citadelofgondor.html
gorgoroth	Gorgoroth / Ered Gorgoroth	The Mountains of Terror	Encyclopedia Arda	http://www.glyphweb.com/arda/e/eredgorgoroth.html
gorgoroth	Gorgoroth / Plateau of Gorgoroth	The wasted uplands of Mordor	Encyclopedia Arda	http://www.glyphweb.com/arda/p/plateauofgorgoroth.html
gorgoroth	Gorgoroth		The Thain's Book	http://www.tuckborough.net/plains.html#Gorgoroth
gorgoroth	Gorgoroth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Plateau_of_Gorgoroth
great-smials	The Smials / Great Door / Great Smials / Great Place of the Tooks		The Thain's Book	http://www.tuckborough.net/dwellings.html#Great%20Smials
great-smials	Great Smials		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Great_Smials
green-dragon	Green Dragon	An inn of Bywater	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greendragon.html
green-dragon	Green Dragon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Green_Dragon
green-hill-country	Green Hill Country		Encyclopedia Arda	http://www.glyphweb.com/arda/g/greenhillcountry.html
green-hill-country	Green Hill Country		The Thain's Book	http://www.tuckborough.net/hills.html#Green%20Hill%20Country
green-hill-country	Green Hill Country		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Green_Hill_Country
green-hills-of-the-shire	Green Hills of the Shire	The range of hills that ran through the Shire	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greenhills.html
greenfields	Greenfields		Encyclopedia Arda	http://www.glyphweb.com/arda/g/greenfields.html
greenfields	Greenfields		The Thain's Book	http://www.tuckborough.net/plains.html#Greenfields
greenfields	Greenfields		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Greenfields
greenholm	Greenholm	A settlement on the Far Downs	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greenholm.html
greenholm	Greenholm		The Thain's Book	http://www.tuckborough.net/towns.html#Greenholm
greenholm	Greenholm		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Greenholm
gundabad	Gundabad / Mount Gundabad	Capital of the northern Goblins	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountgundabad.html
gundabad	Gundabad		The Thain's Book	http://www.tuckborough.net/mountains.html#Gundabad
gundabad	Gundabad / Mount Gundabad		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gundabad
gwathlo	Agathurush	The River Gwathló	Encyclopedia Arda	http://www.glyphweb.com/arda/a/agathurush.html
gwathlo	Greyflood / River Greyflood	The southern border-river of Eriador	Encyclopedia Arda	http://www.glyphweb.com/arda/g/greyflood.html
gwathlo	Gwathir	The original name for the Gwathló	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gwathir.html
gwathlo	Gwathló / River Gwathló	The Elves name for the Greyflood	Encyclopedia Arda	http://www.glyphweb.com/arda/g/gwathlo.html
gwathlo	Greyflood (Gwathló)		The Thain's Book	http://www.tuckborough.net/rivers.html#Greyflood
gwathlo	Agathurush		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Agathurush
gwathlo	Greyflood		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Greyflood
gwathlo	Gwathló		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Gwathl%C3%B3
haecharad	Harad / Corsairs / Haradrim / Sunlands / Southrons / Swertings / Far Harad / Near Harad / Haradwaith / Sutherland		The Thain's Book	http://www.tuckborough.net/harad.html
hall-of-fire	Hall of Fire	The tale-hall of Rivendell	Encyclopedia Arda	http://www.glyphweb.com/arda/h/halloffire.html
hall-of-fire	Hall of Fire		The Thain's Book	http://www.tuckborough.net/otherbuildings.html#Hall-of-Fire
hall-of-fire	Hall of Fire		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hall_of_Fire
hallows-of-minas-tirith	Hallows of Minas Tirith	The tombs of the great ones of Gondor	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hallowsofminastirith.html
harad	Harad		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Harad
haradwaith	Harad		Encyclopedia Arda	http://www.glyphweb.com/arda/h/harad.html
haradwaith	Haradwaith		Encyclopedia Arda	http://www.glyphweb.com/arda/h/haradwaith.html
haradwaith	Sunlands		Encyclopedia Arda	http://www.glyphweb.com/arda/s/sunlands.html
haradwaith	Harad / Corsairs / Haradrim / Sunlands / Southrons / Swertings / Far Harad / Near Harad / Haradwaith / Sutherland		The Thain's Book	http://www.tuckborough.net/harad.html
hardbottle	Hardbottle	A township in the Shires Northfarthing	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hardbottle.html
hardbottle	Hardbottle		The Thain's Book	http://www.tuckborough.net/towns.html#Hardbottle
hardbottle	Hardbottle		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hardbottle
harithilien	South Ithilien		Encyclopedia Arda	http://www.glyphweb.com/arda/s/southithilien.html
harithilien	Ithilien / South Ithilien / North Ithilien		The Thain's Book	http://www.tuckborough.net/ithilien.html
harithilien	South Ithilien		Tolkien Gateway	http://www.tolkiengateway.net/wiki/South_Ithilien
harlindon	Harlindon		Encyclopedia Arda	http://www.glyphweb.com/arda/h/harlindon.html
harlindon	Lindon		The Thain's Book	http://www.tuckborough.net/lands.html#Lindon
harlindon	Harlindon		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Harlindon
harlond	"Harlond / Harlond in Gondor / Harlond, Gondor"	The port of Minas Tirith	Encyclopedia Arda	http://www.glyphweb.com/arda/h/harlond.html
harlond	"Harlond / Harlond in Lindon / Harlond, Lindon"	A haven on the Gulf of Lhûn	Encyclopedia Arda	http://www.glyphweb.com/arda/h/harlondlindon.html
harlond	Harlond (Minas Tirith)		The Thain's Book	http://www.tuckborough.net/coastal.html#Harlond-MT
harlond	Harlond (Lindon)		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Harlond_(Lindon)
harlond-gondor	Harlond (Gondor)		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Harlond_(Gondor)
harnen	Harnen / River Harnen	Gondors boundary with Near Harad	Encyclopedia Arda	http://www.glyphweb.com/arda/h/harnen.html
harnen	Harnen		The Thain's Book	http://www.tuckborough.net/rivers.html#Harnen
harnen	Harnen		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Harnen
harondor	Harondor		Encyclopedia Arda	http://www.glyphweb.com/arda/h/harondor.html
harondor	South Gondor		Encyclopedia Arda	http://www.glyphweb.com/arda/s/southgondor.html
harondor	South Gondor		The Thain's Book	http://www.tuckborough.net/lands.html#South-Gondor
harondor	Harondor / South Gondor		Tolkien Gateway	http://www.tolkiengateway.net/wiki/South_Gondor
harrowdale	Harrowdale	The mountain valley of the Snowbourn River	Encyclopedia Arda	http://www.glyphweb.com/arda/h/harrowdale.html
harrowdale	Harrowdale		The Thain's Book	http://www.tuckborough.net/valleys.html#Harrowdale
harrowdale	Harrowdale		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Harrowdale
hartofn	South Undeep	The southern loop in Anduin's course	Encyclopedia Arda	http://www.glyphweb.com/arda/s/southundeep.html
hartofn	South Undeep		Tolkien Gateway	http://www.tolkiengateway.net/wiki/South_Undeep
haudh-elendil	Tomb of Elendil	The secret of the Halifirien	Encyclopedia Arda	http://www.glyphweb.com/arda/t/tombofelendil.html
haudh-en-elleth	Haudh-en-Elleth		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Haudh-en-Elleth
haudh-en-nirnaeth	Haudh-en-Nirnaeth / Haudh-en-Ndengin		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hill_of_the_Slain
haudh-in-gwanur	Haudh in Gwanúr / Haudh in Gwanur	The grave-mound of Folcred and Fastred	Encyclopedia Arda	http://www.glyphweb.com/arda/h/haudhingwanur.html
hay-gate	Hay Gate	The northern gate of the High Hay	Encyclopedia Arda	http://www.glyphweb.com/arda/h/haygate.html
hay-gate	Hay Gate		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hay_Gate
haysend	Haysend	The village at the end of the High Hay	Encyclopedia Arda	http://www.glyphweb.com/arda/h/haysend.html
haysend	Haysend		The Thain's Book	http://www.tuckborough.net/towns.html#Haysend
haysend	Haysend		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Haysend
hedge	Hedge	The eastern boundary of Buckland	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hedge.html
hedge	The Hay / High Hay / The Hedge		The Thain's Book	http://www.tuckborough.net/otherbuildings.html#High%20Hay
hedge	Hedge		Tolkien Gateway	http://www.tolkiengateway.net/wiki/The_Hedge
hedge	High Hay		Tolkien Gateway	http://www.tolkiengateway.net/wiki/High_Hay
helcar	Helcar	An inland sea in the distant east of Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/h/helcar.html
helcar	Helcar		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Helcar
helcaraxe	Helcaraxë		Encyclopedia Arda	http://www.glyphweb.com/arda/h/helcaraxe.html
helcaraxe	Grinding Ice		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Grinding_Ice
helcaraxe	Helcaraxë		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Helcarax%C3%AB
helevorn	Helevorn / Lake Helevorn	The cold lake beneath Mount Rerir	Encyclopedia Arda	http://www.glyphweb.com/arda/h/helevorn.html
helevorn	Lake Helevorn / Helevorn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Helevorn
helms-dike	Helm’s Dike	The defensive dike of the Deeping-coomb	Encyclopedia Arda	http://www.glyphweb.com/arda/h/helmsdike.html
helms-dike	Helm's Dike		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Helm%27s_Dike
henneth-annun	Henneth Annûn		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hennethannun.html
henneth-annun	Henneth Annûn		The Thain's Book	http://www.tuckborough.net/caves.html#Henneth-Annun
henneth-annun	Henneth Annûn		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Henneth_Ann%C3%BBn
high-hay	High Hay	The great fence that ran between Buckland and the Old Forest	Encyclopedia Arda	http://www.glyphweb.com/arda/h/highhay.html
himling	Himling	An island off the northern coasts of Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/h/himling.html
himling	Himling		The Thain's Book	http://www.tuckborough.net/coastal.html#Himling
hithaeglir	Hithaeglir	The misty peaks of central Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hithaeglir.html
hithaeglir	Misty Mountains	The Backbone of Middle-earth	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mistymountains.html
hithaeglir	Mountains of Mist	The Misty Mountains of the Hithaeglir	Encyclopedia Arda	http://www.glyphweb.com/arda/m/mountainsofmist.html
hithaeglir	Misty Mountains		The Thain's Book	http://www.tuckborough.net/mountains.html#Misty
hithaeglir	Hithaeglir / Misty Mountains		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Misty_Mountains
hithlum	Hithlum		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hithlum.html
hobbiton-hill	Hobbiton Hill	The hill above Bag End	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hobbitonhill.html
hobbiton-hill	The Hill		The Thain's Book	http://www.tuckborough.net/hills.html#Hill
hobbiton-hill	Hobbiton Hill		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hobbiton_Hill
hobbiton-road	Hobbiton Road	The road from Bywater to Hobbiton	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hobbitonroad.html
hobbiton-road	Bywater Road		The Thain's Book	http://www.tuckborough.net/roads.html#Bywater-Road
hornburg	Hornburg	The castle that guarded Helms Deep	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hornburg.html
hornburg	Helm's Deep & The Hornburg		The Thain's Book	http://www.tuckborough.net/fortress.html#Helm's
hornburg	Sûthburg / Hornburg		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hornburg
hornrock	Hornrock	The foundation of the Hornburg	Encyclopedia Arda	http://www.glyphweb.com/arda/h/hornrock.html
hornrock	Hornrock		The Thain's Book	http://www.tuckborough.net/hills.html#Hornrock
hornrock	Hornrock		Tolkien Gateway	http://www.tolkiengateway.net/wiki/Hornrock
i-drann	Folklands		Encyclopedia Arda	http://www.glyphweb.com/arda/f/folklands.html
i-drann	Galabas	A village-name from the Shire	Encyclopedia Arda	http://www.glyphweb.com/arda/g/galabas.html
i-drann	Hobbit-lands		Encyclopedia Arda	http://www.glyphweb.com/arda/h/hobbitlands.html
i-drann	Land of the Halflings		Encyclopedia Arda	http://www.glyphweb.com/arda/l/landofthehalflings.html
i-drann	Sûza		Encyclopedia Arda	http://www.glyphweb.com/arda/s/suza.html
i-drann	The Shire		Encyclopedia Arda	http://www.glyphweb.com/arda/s/shire.html
i-drann	Suza / The Shire		The Thain's Book	http://www.tuckborough.net/shire.html
i-drann	Shire		Tolkien Gateway	http://www.tolkiengateway.net/wiki/The_Shire
i-drann	Sûza		Tolkien Gateway	http://www.tolkiengateway.net/wiki/S%C3%BBza
iant-iaur	Iant Iaur	The old stone bridge over the Esgalduin	Encyclopedia Arda	http://www.glyphweb.com/arda/i/iantiaur.html
